 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
6740,2021,MARZO,3/24/2021,MIERCOLES,20:00:00,ESTRELLAMIENTO Y SALIDA DE SUPERFICIE,EN TRAMITE,PLANTA DE RADIO,COLONIA,VILLA DE SAN FRANCISCO,CALLE,CALLE NUEVA,"25.81775, -100.347575",MUNICIPAL
10873,2022,MARZO,3/25/2022,VIERNES,10:11:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,MIRASUR,AVENIDA,AV. RAUL SALINAS,"25.801231, -100.339518",MUNICIPALES
7011,2021,MARZO,3/25/2021,JUEVES,6:20:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,18 DE OCTUBRE,AVENIDA,4 DE OCTUBRE,"25.798807, -100.395642",PARTIUCLAR
10610,2022,MARZO,3/25/2022,VIERNES,10:40:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,PASO CUCHARAS,AVENIDA,RAUL SALINAS,"25.817556, -100.347366",PARTICULARES
1703,2021,MARZO,3/25/2021,JUEVES,15:20:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,LA PROVIDENCIA,CALLE,LAGO DE GINEBRA,"25.838357, -100.37656",PARTICULARES
10683,2022,MARZO,3/25/2022,VIERNES,13:29:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,MONCLOVITA,CALLE,LIBRAMIENTO,"25.811123, -100.391402",PARTICULARES
6758,2021,MARZO,3/25/2021,JUEVES,23:52:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PASO CUCHARAS,AVENIDA,AV. RAUL SALINAS,"25.817677, -100.347448",MUNICIPAL
10874,2022,MARZO,3/25/2022,VIERNES,14:53:00,ALCANCE CON PROYECCION,FINIQUITADO,PLANTA DE RADIO,COLONIA,FELIPE CARRILLO,AVENIDA,AV. RAUL SALINAS,"25.779736, -100.318482",PARTICULARES
7038,2021,MARZO,3/26/2021,VIERNES,0:36:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PRIV. DEL ANGEL,CARRETERA,CARRETERA LAREDO,"25.780839, -100.286128",CFE
10045,2022,MARZO,3/25/2022,VIERNES,19:30:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,CARRETERA MONCLOVA,"25.825574, -100.295415",PARTICULARES
6728,2021,MARZO,3/26/2021,VIERNES,1:53:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,SANTA MARTHA,AVENIDA,AV. AGUALEGUAS,"25.803479, -100.385266",PARTICULARES
10127,2022,MARZO,3/25/2022,VIERNES,19:35:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,ALIANZAREAL,AVENIDA,AV. REVOLUCION,"25.844118, -100.394541",PARTICULARES
6767,2021,MARZO,3/26/2021,VIERNES,9:50:00,LATERAL,FINIQUTADO,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,MONCLOVA,"25.833042, -100.308803",PARTICULAR
10750,2022,MARZO,3/25/2022,VIERNES,20:05:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,ANAHUAC SAN PATRICIO,AVENIDA,AV. CONCORDIA,"25.786543, -100.292689",PARTICULARES
6791,2021,MARZO,3/26/2021,VIERNES,17:40:00,CRUCERO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PRIVADAS DE CAMINO REAL,AVENIDA,PASEO DE LAS AVES,"25.843994, -100.401714",PARTICULAR
10969,2022,MARZO,3/25/2022,VIERNES,22:28:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,COLINAS DE ANAHUAC,AVENIDA,ACUEDUCTO,"25.786289, -100.332396",PARTICULARES
6768,2021,MARZO,3/26/2021,VIERNES,17:50:00,CRUCERO,EN TRAMITE,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,LIBRAMIENTO,"25.825586, -100.295413",PARTICULAR
10957,2022,MARZO,3/25/2022,VIERNES,22:50:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,AVIANA RESIDENCIAL,AVENIDA,AV. BENITO JUAREZ,"25.798041, -100.31228",PARTICULARES
6792,2021,MARZO,3/26/2021,VIERNES,21:30:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,PASO CUCHARAS,AVENIDA,RAUL SALINAS,"25.817574, -100.347506",PARTICULAR
10925,2022,MARZO,3/26/2022,SABADO,12:00:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,FOMERREY9,AVENIDA,RAUL SALINAS,"25.792313, -100.328369",PARTICULARES
7018,2021,MARZO,3/27/2021,SABADO,5:29:00,DERRAPAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PRIV. DEL SAUCE,CARRETERA,LIBRAMIENTO NOROESTE,"25.822352, -100.31653",CODE
10926,2022,MARZO,3/26/2022,SABADO,12:10:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,PUERTA DEL SOL,AVENIDA,AV UNION,"25.803832, -100.34107",PARTICULARES
6769,2021,MARZO,3/27/2021,SABADO,13:12:00,MOVIL DE VEHICULO,EN TRAMITE,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,CARRETERA MONCLOVA,"25.820445, -100.295106",MUNICIPAL
10974,2022,MARZO,3/26/2022,SABADO,15:15:00,LATERAL,TRAMITE,PLANTA DE RADIO,COLONIA,VALLE DEL CANADA,CARRETERA,LATERAL LAREDO,"25.76825, -100.291415",PARTICULARES
7052,2021,MARZO,3/28/2021,DOMINGO,3:51:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,RESIDENCIAL ESCOBEDO,AVENIDA,AV. SAN MIGUEL,"25.842221, -100.374446",PARTICULARES
10785,2022,MARZO,3/26/2022,SABADO,16:30:00,CRUCERO CON PROYECCION,TRAMITE,PLANTA DE RADIO,COLONIA,CABECERA MUNICIPAL,CALLE,JUAREZ,"25.808592, -100.325853",PARTICULARES
6734,2021,MARZO,3/28/2021,DOMINGO,4:05:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,ALIANZA REAL,AVENIDA,AV. CONSTITUCION,"25.849679, -100.392315",PARTICULARES
10987,2022,MARZO,3/26/2022,SABADO,16:50:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,NUEVA ESPERANZA,AVENIDA,AGUALEGUAS,"25.799499, -100.393759",PARTICULARES
7053,2021,MARZO,3/28/2021,DOMINGO,6:16:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,SANTA LUZ,AVENIDA,AV. DE LAS INDUSTRIAS,"25.792496, -100.345358",MUNICIPALES
10941,2022,MARZO,3/26/2022,SABADO,17:20:00,LATERAL CON PROYECCION ESTRELLAMIENTO Y HUIDA,TRAMITE,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,MONCLOVA,"25.83307, -100.309113",PARTICULARES
6763,2021,MARZO,3/28/2021,DOMINGO,10:00:00,LATERAL,EN TRAMITE,PLANTA DE RADIO,COLONIA,BALCONES DE ANAHUAC,AVENIDA,ACUEDUCTO,"25.765859, -100.323195",PARTICULAR
10890,2022,MARZO,3/26/2022,SABADO,20:50:00,ESTRELLAMIENTO,TRAMITE,PLANTA DE RADIO,COLONIA,FELIPE CARRILLO,AVENIDA,RAUL SALINAS,"25.786244, -100.321092",PARTICULARES
6772,2021,MARZO,3/28/2021,DOMINGO,11:45:00,ALCANCE CON HUIDA,EN TRAMITE,PLANTA DE RADIO,COLONIA,MONTE HOREB,AVENIDA,RAUL SALINAS,"25.797335, -100.338035",PARTICULAR
11026,2022,MARZO,3/26/2022,SABADO,23:00:00,LATERAL,TRAMITE,PLANTA DE RADIO,COLONIA,PRADERAS DE SAN FRANCISCO,AVENIDA,PEDRERAS,"25.834786, -100.410406",MUNICIPALES
6773,2021,MARZO,3/28/2021,DOMINGO,15:49:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,VALLE DE ESCOBEDO,CALLE,COROLA,"25.796485, -100.32403",PARTICULAR
11027,2022,MARZO,3/27/2022,DOMINGO,0:20:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,MONCLOVITA,AVENIDA,ANTIGUO CAMINO A SAN MIGUEL,"25.834786, -100.410406",PARTICULARES
6812,2021,MARZO,3/29/2021,LUNES,15:20:00,ATROPELLO,FINIQUITADO,PLANTA DE RADIO,COLONIA,PRIVADA SAN JOSE,CALLE,MANZANO,"25.813718, -100.305238",PARTICULAR
10905,2022,MARZO,3/27/2022,DOMINGO,10:13:00,LATERAL,EN TRAMITE,PLANTA DE RADIO,COLONIA,MIRAVISTA,CALLE,MIGUEL HIDALGO,"25.807827, -100.313858",PARTICULARES
6730,2021,MARZO,3/30/2021,MARTES,6:17:00,ATROPELLO,FINIQUITADO,PLANTA DE RADIO,COLONIA,PUERTA SOL,AVENIDA,RAUL SALINAS LOZANO,"25.805785, -100.342228",PARTICULAR
11037,2022,MARZO,3/27/2022,DOMINGO,11:15:00,SALIDA DE CAMINO,FINIQUITADO,PLANTA DE RADIO,COLONIA,SAN MIGUEL RESIDENCIAL,AVENIDA,AV. SAN MIGUEL,"25.823882, -100.37338",PARTICULARES
6998,2021,MARZO,3/30/2021,MARTES,16:50:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,TOPO GRANDE,CALLE,COMPOSTELA,"25.786382, -100.320955",PARTICULAR
9934,2022,MARZO,3/27/2022,DOMINGO,14:40:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,SAN MARCOS,AVENIDA,ANTIGUO CAMINO A SAN AGUSTIN,"25.79694, -100.402317",MUNICIPALES
7019,2021,MARZO,3/30/2021,MARTES,23:10:00,ALCANCE CON HUIDA,EN TRAMITE,PLANTA DE RADIO,COLONIA,RECIDENCIAL ESCOBEDO,AVENIDA,PINOS,"25.783846, -100.310319",PARTICULAR
10959,2022,MARZO,3/27/2022,DOMINGO,12:30:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,VALLE DEL CANADA,AVENIDA,LATERAL CARRETERA A LAREDO,"25.768832, -100.291251",PARTICULARES
6942,2021,MARZO,3/31/2021,MIERCOLES,5:45:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,CARRETERA COLOMBIA,"25.849032, -100.293021",PARTICULAR
11006,2022,MARZO,3/28/2022,LUNES,14:06:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,GIRASOLES,AVENIDA,AV. RAUL CABALLERO,"25.792508, -100.322791",PARTICULARES
6836,2021,MARZO,3/31/2021,MIERCOLES,8:45:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,FERNANDO A MILPA,CARRETERA,LAREDO,"25.803058, -100.276438",PARTICULAR
10720,2022,MARZO,3/28/2022,LUNES,16:44:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,LA ENCOMIENDA,CALLE,DEL TRIGO,"25.774493, -100.280741",PARTICULARES
7086,2021,ABRIL,4/1/2021,JUEVES,22:50:00,ESTRELLAMIENTO CON HUIDA,EN TRAMITE,PLANTA DE RADIO,COLONIA,NOVUS SENDERO,CALLE,NOGALES,"25.78365409393455, -100.3085897312577",PARTICULAR
10960,2022,MARZO,3/28/2022,LUNES,20:05:00,LATERA,EN TRAMITE,PLANTA DE RADIO,COLONIA,SOCRATES RIZZO,CARRETERA,LIBRAMIENTO KM 32,"25.825797, -100.295499",PARTICULARES
7039,2021,ABRIL,4/2/2021,VIERNES,14:18:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,CERRADAS DE ANAHUAC,AVENIDA,REPUBLICA MEXICANA,"25.769738422770455, -100.27262855581245",PARTICULAR
10768,2022,MARZO,3/28/2022,LUNES,21:52:00,ESTRELLAMIENTO CON HUIDA,EN TRAMITE,PLANTA DE RADIO,COLONIA,RESIDENCIAL NEXXUS,AVENIDA,AV. LOS PINOS,"25.765026, -100.313211",MUNICIPALES
6818,2021,ABRIL,4/2/2021,VIERNES,19:25:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,FOMERREY 9,CALLE,JESUS A ROJAS,"25.785864206158674, -100.32967016017663",PARTICULAR
10769,2022,MARZO,3/28/2022,LUNES,22:56:00,ESTRELLAMIENTO CON PROYECCION,EN TRAMITE,PLANTA DE RADIO,COLONIA,FOMERREY 36,CALLE,CERRO DE CUBILETE,"25.780914, -100.333695",PARTICULARES
6815,2021,ABRIL,4/3/2021,VIERNES,0:09:00,DERRAPAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PUERTA ANAHUAC,AVENIDA,LOPEZ PORTILLO,"25.79195333445264, -100.28133790250521",MUNICIPAL
10882,2022,MARZO,3/28/2022,LUNES,6:18:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,SAN MIGUEL,AVENIDA,SAN MIGUEL,"25.841683, -100.374398",PARTICULARES
6852,2021,ABRIL,4/3/2021,SABADO,2:50:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,SANTA LUZ,AVENIDA,UNION,"25.802945127132254, -100.34276680925151",MUNICIPAL
10920,2022,MARZO,3/29/2022,MARTES,11:40:00,CRUCERO,TRAMITE,PLANTA DE RADIO,COLONIA,18 DE OCTUBRE,CALLE,13 DE SEPTIEMBRE,"25.796925, -100.398232",PARTICULARES
7068,2021,ABRIL,4/4/2021,DOMINGO,1:20:00,CRUCERO,EN TRAMITE,PLANTA DE RADIO,COLONIA,ALIANZA REAL,AVENIDA,REVOLUCION,"25.84412215571264, -100.39455443133983",PARTICULAR / ESTADO
10775,2022,MARZO,3/29/2022,MARTES,15:59:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,LIBRAMIENTO,"25.825073, -100.300266",PARTICULARES
6822,2021,ABRIL,4/4/2021,DOMINGO,4:39:00,SALIDA DEL CAMINO,FINIQUITADO,PLANTA DE RADIO,COLONIA,MIRASUR,AVENIDA,MIRASUR,"25.794171745828425, -100.34099782318123",PARTICULAR
10798,2022,MARZO,3/29/2022,MARTES,19:32:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,HACIENDA EL CANADA,CARRETERA,LAREDO,"25.785853, -100.283623",PARTICULARES
6542,2021,ABRIL,4/4/2021,DOMINGO,6:25:00,ALCANCE,EN TRAMITE,PLANTA DE RADIO,COLONIA,PARAJE ANAHUAC,AVENIDA,CONCORDIA,"25.785172194894816, -100.27449181033994",PARTICULARES
11062,2022,MARZO,3/29/2022,MARTES,10:20:00,FRONTAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,TOPO GRANDE,AVENIDA,GALICIA,"25.781025, -100.318303",PARTICULARES
5947,2021,ABRIL,4/4/2021,DOMINGO,17:13:00,LATERAL,EN TRAMITE,PLANTA DE RADIO,COLONIA,LAZARO CARDENAS,CARRETERA,CARRETERA MONCLOVA,"25.82358021844241, -100.29527022143738",PARTICULARES
11013,2022,MARZO,3/30/2022,MIERCOLES,3:20:00,DIVERSO (INCENDIO),EN TRAMITE,PLANTA DE RADIO,COLONIA,CELESTINO GASCA,CALLE,MORELOS,"25.769684, -100.31932",MUNICIPALES
6944,2021,ABRIL,4/4/2021,DOMINGO,17:23:00,ATROPELLO,EN TRAMITE,PLANTA DE RADIO,COLONIA,LAS ENCINAS,AVENIDA,JUAREZ,"25.797577594266805, -100.31171550250514",CODE
10961,2022,MARZO,3/30/2022,MIERCOLES,6:00:00,SALIDA DE LA SUPERFICIE DE RODAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CALLE,EVARISTO CABALLERO,"25.825781, -100.295569",PARTICULARES
6853,2021,ABRIL,4/4/2021,DOMINGO,23:40:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,NEXXUS RESIDENCIAL,AVENIDA,BARRAGAN,"25.76530318035926, -100.30525536509714",PARTICULARES
9517,2022,MARZO,3/30/2022,MIERCOLES,16:50:00,ESTRELLAMIENTO,TRAMITE,PLANTA DE RADIO,COLONIA,FERNANDO AMILPA,AVENIDA,LAS PUENTES,"25.80071, -100.276927",PARTICULARES
6881,2021,ABRIL,4/6/2021,MARTES,5:07:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,TOPO GRANDE,CALLE,GALICIA,"25.781705922769618, -100.31214573090614",PARTICULARES
11044,2022,MARZO,3/30/2022,MIERCOLES,18:50:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,LIBRAMIENTO NORESTE,"25.825073, -100.300266",PARTICULARES VEH 1 SIN DAÑOS
6124,2021,ABRIL,4/6/2021,MARTES,10:32:00,LATERAL,EN TRAMITE,PLANTA DE RADIO,COLONIA,PRIV. CAMINO REAL,AVENIDA,CAMINO REAL,"25.807964514126983, -100.38988467970758",CODE
11131,2022,MARZO,3/30/2022,MIERCOLES,19:20:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,EX HACIENDA CANADA,CARRETERA,CARR A LAREDO,"25.780711, -100.28595",PARTICULARES VEH 2 PARTE TRASERA
6866,2021,ABRIL,4/6/2021,MARTES,12:54:00,LATERAL,EN TRAMITE,PLANTA DE RADIO,COLONIA,CELESTINO GASCA,AVENIDA,RAUL SALINAS,"25.76866955267153, -100.31624920250572",PARTICULARES
10929,2022,MARZO,3/30/2022,MIERCOLES,19:20:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,MIRADOR DEL VALLE,AVENIDA,FIDEL VELAZQUEZ,"25.805307, -100.335888",PARTICULARES
6797,2021,ABRIL,4/6/2021,MARTES,15:46:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,NEXXUS RECIDENCIAL,AVENIDA,SENDERO,"25.765308011458316, -100.30524463626148",MUNICIPALES
11132,2022,MARZO,3/30/2022,MIERCOLES,20:30:00,LATERAL CON PROYECCION ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,NIÑOS HEROES,CARRETERA,CARR A COLOMBIA,"25.825073, -100.300266",MUNICIPALES
6868,2021,ABRIL,4/6/2021,MARTES,19:05:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,FELIPE CARRILLO,CALLE,MANUEL M. DE LLANO,"25.77778639132911, -100.31956061797929",MUNICIPALES
10924,2022,MARZO,3/31/2022,JUEVES,0:20:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,SAN MIGUEL DE LOS GARZA,CARRETERA,C A LAS PEDRERAS,"25.834786, -100.410407",PARTICULARES
6837,2021,ABRIL,4/6/2021,MARTES,20:00:00,VOLCADURA,EN TRAMITE,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,CARRETERA COLOMBIA,"25.834620822031656, -100.29553042657534",PARTICULARES
11008,2022,MARZO,3/31/2022,JUEVES,13:23:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,NIÑOS HEROES,CARRETERA,CARRETERA COLOMBIA,"25.802487, -100.293756",PARTICULARES
6798,2021,ABRIL,4/7/2021,MIERCOLES,8:30:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,QUINTO CENTENARIO,AVENIDA,ACUEDUCTO,"25.78816613278584, -100.33325697366963",MUNICIPALES
11009,2022,MARZO,3/31/2022,JUEVES,14:50:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,BARRAGAN,"25.776448, -100.304186",PARTICULARES
6799,2021,ABRIL,4/7/2021,MIERCOLES,12:50:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,HACIENDA ANAHUAC,AVENIDA,RAUL SALINAS,"25.76867681445841, -100.31625188236993",PARTICULARES
11015,2022,MARZO,3/31/2022,JUEVES,17:05:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,LOS ELIZONDO,BOULEVARD,BENITO JUAREZ,"25.790703, -100.305679",PARTICULARES
6841,2021,ABRIL,4/7/2021,MIERCOLES,16:10:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,SAN MARCOS,CALLE,RODOLFO JUNCO DE LA VEGA,"25.800279568666774, -100.4084369085961",PARTICULARES
11092,2022,MARZO,3/31/2022,JUEVES,18:50:00,CRUCERO,EN TRAMITE,PLANTA DE RADIO,COLONIA,BOSQUES DE ESCOBEDO,CALLE,ISLA DEL SUR,"25.805152, -100.335916",PARTICULARES
6800,2021,ABRIL,4/8/2021,JUEVES,8:29:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,GLORIA MENDIOLA,AVENIDA,LAS TORRES,"25.809315272982438, -100.37223130163812",MUNICIPALES
11077,2022,MARZO,3/31/2022,JUEVES,19:30:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,NEXXUS,AVENIDA,SENDERO DIVISORIO,"25.76501, -100.313354",PARTICULARES
6842,2021,ABRIL,4/8/2021,JUEVES,9:12:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,NUESTRA SEÑORA DE FATIMA,AVENIDA,LAS TORRES,"25.782488014026875, -100.3105811601767",PARTICULARES
11078,2022,MARZO,3/31/2022,JUEVES,20:58:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,PRIVADA DEL ANGEL,CARETERA,CARRETERA A LAREDO,"25.780707, -100.28596",PARTICULARES
6835,2021,ABRIL,4/8/2021,JUEVES,14:57:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,MONCLOVITA,AVENIDA,CAMINO A LAS PEDRERAS,"25.838711692163848, -100.41339913484957",MUNICIPALES
10642,2022,MARZO,3/31/2022,JUEVES,9:06:00,CRUCERO,FINIQUITADO,PLANTA DE RADIO,COLONIA,SOCRATES RIZZO,CARRETERA,COLOMBIA,"25.816305, -100.29488",PARTICULARES
6882,2021,ABRIL,4/8/2021,JUEVES,18:40:00,DIVERSO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PARQUE INDUSTRIAL NEXXUS,AVENIDA,NEXXUS,"25.765731867873775, -100.30811477074147",MUNICIPALES
6862,2021,ABRIL,4/9/2021,VIERNES,6:58:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,MIRASUR,AVENIDA,RAUL SALINAS,"25.801129413259098, -100.33975746017632",PARTICULARES
6992,2021,ABRIL,4/9/2021,VIERNES,8:10:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,RIO PESQUERIA,CARRETERA,CARRETERA LAREDO,"25.819914370234336, -100.29486474483336",PARTICULARES
6887,2021,ABRIL,4/9/2021,VIERNES,17:26:00,CRUCERO,EN TRAMITE,PLANTA DE RADIO,COLONIA,LAS ENCINAS,AVENIDA,JUAREZ,"25.797587253836124, -100.31171550250514",PARTICULARES
6777,2021,ABRIL,4/9/2021,VIERNES,23:10:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,VALLE DEL CANADA,CARRETERA,CARRETERA LAREDO,"25.76775515545147, -100.29176057924191",MUNICIPALES
6878,2021,ABRIL,4/10/2021,SABADO,1:05:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,RESIDENCIAL CALIFORNIA,AVENIDA,RAUL SALINAS,"25.769275414570913, -100.31619533134139",PARTICULARES
7088,2021,ABRIL,4/10/2021,SABADO,7:28:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,SANTA LUZ,AVENIDA,RAUL SALINAS,"25.80395177219384, -100.34081623134067",PARTICULARES
6050,2021,ABRIL,4/10/2021,SABADO,1:50:00,ALCANCE,EN TRAMITE,PLANTA DE RADIO,COLONIA,ANAHUAC LA PERGOLA,CARRETERA,CARRETERA LAREDO,"25.785485004068345, -100.28418641007325",PARTICULARES
7010,2021,ABRIL,4/10/2021,SABADO,16:20:00,ALCANCE,EN TRAMITE,PLANTA DE RADIO,COLONIA,FERNANDO AMILPA,AVENIDA,CARRETERA LAREDO,"25.81079505436854, -100.27189444483355",PARTICULARES
6839,2021,ABRIL,4/10/2021,SABADO,21:00:00,SALIDA DEL CAMINO,EN TRAMITE,PLANTA DE RADIO,COLONIA,EJIDO SAN NICOLAS,AVENIDA,BARRAGAN,"25.77639634993638, -100.30413236509703",MUNICIPALES
6774,2021,ABRIL,4/10/2021,SABADO,22:40:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,PALMIRAS,CALLE,CALLE 21,"25.844458383243445, -100.42755681673307",PARTICULARES
6543,2021,ABRIL,4/11/2021,DOMINGO,12:15:00,CRUCERO,EN TRAMITE,PLANTA DE RADIO,COLONIA,HACIENDAS DE ESCOBEDO,AVENIDA,JUAREZ,"25.78732801382772, -100.30283706017667",PARTICULAR
6583,2021,ABRIL,4/11/2021,DOMINGO,16:50:00,ESTRELLAMIENTO Y PROYECCION,EN TRAMITE,PLANTA DE RADIO,COLONIA,ALIANZA REAL,CALLE,PRIVADA CUAUTLA,"25.84809575839453, -100.38666511982879",PARTICULAR
6863,2021,ABRIL,4/11/2021,DOMINGO,19:05:00,ESTRELLAMIENTO,EN TRAMITE,PLANTA DE RADIO,COLONIA,SAN MIGUEL RECIDENCIAL,CALLE,SAN ROGELIO,"25.848068970244682, -100.37137994681487",PARTICULAR
6990,2021,ABRIL,4/11/2021,DOMINGO,21:10:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,PRIVADAS DE CAMINO REAL,AVENIDA,SANTA ENGRACIA,"25.817268176338587, -100.39581044853253",PARTICULAR
6810,2021,ABRIL,4/11/2021,DOMINGO,21:37:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,VILLAS DE SAN FRANCISCO,CALLE,SAN FRANCISCO DE ASIS,"25.843900051693147, -100.36740546498814",PARTICULAR
6884,2021,ABRIL,4/12/2021,LUNES,8:04:00,VOLCADURA,FINIQUITADO,PLANTA DE RADIO,COLONIA,EJIDO SAN MIGUEL,AVENIDA,CAMINO A LAS PEDRERAS,"25.834859, -100.410265",PARTICULARES
6885,2021,ABRIL,4/12/2021,LUNES,15:18:00,ALCANCE,FINIQUITADO,PLANTA DE RADIO,COLONIA,VILLAS DE ESCOBEDO,AVENIDA,LAS TORRES,"25.785442, -100.315389",PARTICULARES
6845,2021,ABRIL,4/12/2021,LUNES,15:30:00,ESTRELLAMIENTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,PARQUE INDUSTRIAL ESCOBEDO,CALLE,PETROQUIMICA,"25.806723, -100.355096",PARTICULARES
6584,2021,ABRIL,4/12/2021,LUNES,17:40:00,LATERAL,FINIQUITADO,PLANTA DE RADIO,COLONIA,PRIV. CAMINO REAL,AVENIDA,CAMINO REAL,"25.811011, -100.391201",PARTICULARES
7062,2021,ABRIL,4/12/2021,LUNES,19:07:00,SALIDA DEL CAMINO,FINIQUITADO,PLANTA DE RADIO,COLONIA,PALMIRAS,AVENIDA,CAMINO A LAS PEDRERAS,"25.845249, -100.416526",PARTICULARES
