 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
5814,2021,ENERO,1/2/2021,SABADO,12:00:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,NIÑOS HEROES,CARRETERA,CARRETERA COLOMBIA,"25.803517, -100.293745",PARTICULARES
5816,2021,ENERO,1/2/2021,SABADO,14:06:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,PUERTA ANAHUAC,CARRETERA,CARRETERA LAREDO,"25.791765, -100.281323",PARTICULARES
5815,2021,ENERO,1/2/2021,SABADO,14:06:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,PUERTA ANAHUAC,CARRETERA,CARRETERA LAREDO,"25.791765, -100.281323",PARTICULARES
5919,2021,ENERO,1/2/2021,SABADO,16:12:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,PRIVADAS DE ANAHUAC,AVENIDA,AV. BENITO JUAREZ,"25.778581, -100.277183",CFE
6081,2021,ENERO,1/2/2021,SABADO,23:40:00,CRUCERO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,CENTRO,CALLE,ABASOLO,"25.808148, -100.328974",PARTICULARES
5858,2021,ENERO,1/2/2021,SABADO,12:00:00,SALIDA DE SUPERFICIE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SAN MIGUEL DE LOS GARZA,CARRETERA,CAMINO A LAS PEDRERAS,"25.834907, -100.410181",PARTICULARES
6046,2021,ENERO,1/3/2021,DOMINGO,0:26:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PASO CUCHARAS,CARRETERA,LIBRAMIENTO NOROESTE,"25.818954, -100.339968",PARTICULARES
5650,2021,ENERO,1/3/2021,DOMINGO,3:09:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PROVILEON,CALLE,CERRO DE QUETZAL,"25.782028, -100.334479",PARTICULARES
6096,2021,ENERO,1/3/2021,DOMINGO,15:15:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PARQUE INDUSTRIAL NEXXUS,AVENIDA,MANUEL L. BARRAGAN,"25.766686, -100.305184",MUNICIPALES
6002,2021,ENERO,1/4/2021,LUNES,10:40:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PEDREGAL DEL TOPO CHICO,CALLE,ELIU,"25.805166, -100.364628",MUNICIPALES
5748,2021,ENERO,1/5/2021,MARTES,13:30:00,ALCANCE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,RECIDENCIAL ESCOBEDO,AVENIDA,JUAREZ,"25.793358, -100.30819",PARTICULAR
5809,2021,ENERO,1/5/2021,MARTES,15:43:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PRADERAS DE SAN FRANCISCO,CARRETERA,CAMINO A LAS PEDRERAS,"25.820919, -100.398468",PARTICULAR
6105,2021,ENERO,1/5/2021,MARTES,23:01:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,SENDERO,"25.766525, -100.305059",PARTICULAR
6004,2021,ENERO,1/6/2021,MIERCOLES,15:00:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLAS DE ESCOBEDO,AVENIDA,PINOS,"25.78575, -100.310014",PARTICULAR
5921,2021,ENERO,1/6/2021,MIERCOLES,18:03:00,"ALCANCE, PROYECCION,ESTRELLAMIENTO",EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PARQU INDUSTRIAL,CARRETERA,LIBRAMIENTO,"25.81754, -100.34728",PARTICULAR
6051,2021,ENERO,1/6/2021,MIERCOLES,22:02:00,LATERAL CON PROYECCION,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FOMERREY 36,AVENIDA,ACUEDUCTO,"25.777056, -100.328376",PARTICULAR
6037,2021,ENERO,1/6/2021,MIERCOLES,22:29:00,CRUCERO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,SENDERO,"25.767717, -100.292834",PARTICULAR
5750,2021,ENERO,1/7/2021,JUEVES,7:52:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FELIPE CARRILLO,AVENIDA,RAUL SALINAS,"25.78093, -100.318718",PARTICULAR
5413,2021,ENERO,1/7/2021,JUEVES,12:49:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SOCRATES RIZZO,CARRETERA,MONCLOVA,"25.819829, -100.294753",PARTICULAR
4782,2021,ENERO,1/8/2021,VIERNES,8:20:00,LATERAL CON SALIDA DE CAMINO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,EGIDO SAN MIGUEL,CARRETERA,CAMINO A LAS PEDRERAS,"25.834907, -100.410181",PARTICULAR
6131,2021,ENERO,1/8/2021,VIERNES,13:36:00,ALCANCE,FINIUQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,BOSQUES DE ESCOBEDO,AVENIDA,RAUL SALINAS,"25.798788, -100.338229",PARTICULAR
6083,2021,ENERO,1/8/2021,VIERNES,20:24:00,LATERAL CON PROYECCION,FINIQUITADA,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,NUESTRA SEÑORA DE FATIMA,AVENIDA,LAS TORRES,"25.794132, -100.308712",PARTICULAR
5674,2021,ENERO,1/9/2021,SABADO,12:10:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLA LOS AYALA,AVENIDA,AV. RAUL SALINAS,"25.793146, -100.335852",PARTICULARES
6086,2021,ENERO,1/9/2021,SABADO,16:35:00,ALCANCE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PEDREGAL DEL TOPO CHICO,AVENIDA,AV. LAS TORRES,"25.808427, -100.362272",PARTICULARES
6087,2021,ENERO,1/9/2021,SABADO,18:48:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLAS DE SAN FRANCISCO,AVENIDA,SAN FRANCISCO DE ASIS,"25.833243, -100.364867",PARTICULARES
6067,2021,ENERO,1/10/2021,DOMINGO,17:42:00,ALCANCE Y PROYECCION,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,PUERTA NORTE,CARRETERA,LAREDO,"25.776497, -100.288217",PARTICULAR
6084,2021,ENERO,1/11/2021,LUNES,10:50:00,ESTRELLAMIENDO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,COLINAS DE ANAHUAC,CALLE,SIERRA TARAUMARA,"25.768313, -100.325594",MUNICIPALES
5157,2021,ENERO,1/11/2021,LUNES,13:50:00,ALCANCE,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLAS DE SAN FRANCISCO,CALLE,SAN MIGUEL,"25.836904, -100.374268",PARTICULAR
6049,2021,ENERO,1/11/2021,LUNES,21:04:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,ARBOLEDAS DE ESCOBEDO,CARRETERA,LAREDO,"25.810868, -100.271603",PARTICULAR
6135,2021,ENERO,1/13/2021,MIERCOLES,19:40:00,ATROPELLO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,HACIENDAS DEL TOPO,CALLE,HACIENDA SANTA JULIA,"25.792378, -100.330899",PEATON
6038,2021,ENERO,1/15/2021,VIERNES,1:30:00,SALIDA DE SUPERFICIE DE RODAMIENTO Y ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,CALLE SIN NOMBRE,"25.767499, -100.299283",MUNICIPALES
5577,2021,ENERO,1/15/2021,VIERNES,13:04:00,ALCANCE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,PUERTA ANAHUAC,CARRETERA,LAREDO,"25.791765, -100.281323",PARTICULAR
6177,2021,ENERO,1/15/2021,VIERNES,15:28:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FERNANDO A MILPA,CARRETERA,LAREDO,"25.806176, -100.274468",PARTICULAR
6147,2021,ENERO,1/15/2021,VIERNES,15:33:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,CALLE,SIN NOMBRE,"25.767461, -100.298929",MUNICIPALES
5889,2021,ENERO,1/15/2021,VIERNES,19:30:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,HACIENDA LOS AYALA,AVENIDA,RAUL SALINAS,"25.792593, -100.331455",PARTICULAR
6053,2021,ENERO,1/16/2021,SABADO,11:03:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,GIRASOLES 4,AVENIDA,AV. ACUEDUCTO,"25.773302, -100.326589",PARTICULARES
6110,2021,ENERO,1/16/2021,SABADO,17:55:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FELIPE CARRILLO,AVENIDA,AV. RAUL SALINAS,"25.786271, -100.320885",PARTICULARES
5890,2021,ENERO,1/16/2021,SABADO,21:47:00,ALCANCE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,GIRASOLES,AVENIDA,AV. RAUL SALINAS,"25.788913, -100.321922",PARTICULARES
6195,2021,ENERO,1/17/2021,DOMINGO,2:59:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LOMAS DE SAN GENARO,CALLE,ABETO,"25.778737, -100.334098",MUNICIPALES
6085,2021,ENERO,1/17/2021,DOMINGO,12:00:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SAN FRANCISCO,"25.76462, -100.320067",PARTICULAR
6035,2021,ENERO,1/17/2021,DOMINGO,15:41:00,FRONTAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LAS ENCINAS,CARRETERA,MONCLOVA,"25.817909, -100.396065",PARTICULAR
6018,2021,ENERO,1/17/2021,DOMINGO,18:48:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,SENDERO,"25.767717, -100.292834",PARTICULAR
6164,2021,ENERO,1/18/2021,LUNES,9:26:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SANTA MARTHA,AVENIDA,CAMINO REAL,"25.805047, -100.387099",PARTICULAR
5652,2021,ENERO,1/18/2021,LUNES,11:10:00,ALCANCE Y PROYECCION,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLAS DE SAN FRANCISCO,AVENIDA,CHOCOLATES,"25.819735, -100.358205",PARTICULAR
6020,2021,ENERO,1/18/2021,LUNES,18:50:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FERNANDO A MILPA,CARRETERA,CARRETERA LAREDO,"25.810868, -100.271603",PARTICULAR
6104,2021,ENERO,1/18/2021,LUNES,19:30:00,ATROPELLO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLAS DEL PARQUE,AVENIDA,RAUL SALINAS,"25.779385, -100.318134",PEATON
6165,2021,ENERO,1/18/2021,LUNES,19:50:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PRIVADAS DEL CAMINO REAL,CALLE,SANTA ENGRACIA,"25.808236, -100.389396",VEHICULO
6184,2021,ENERO,1/18/2021,LUNES,23:00:00,CAIDA EN SANJA,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LA MONCLOVITA,CARRETERA,CAMINO A LAS PEDRERAS,"25.817204, -100.395845",PARTICULAR
6152,2021,ENERO,1/19/2021,MARTES,1:20:00,REVERSA CON HUIDA,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VALLE DEL CANADA,CALLE,LONDON,"25.768988, -100.288845",PARTICULAR
6240,2021,ENERO,1/19/2021,MARTES,3:30:00,ESTRELLAMIENTO,EN TRAMIE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SAN GENARO,AVENIDA,LAS LOMAS,"25.782296, -100.339381",PARTICULAR
5841,2021,ENERO,1/19/2021,MARTES,20:30:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLAS DE SAN FRANCISCO,AVENIDA,CALLE NUEVA,"25.818055, -100.347692",MUNICIPAL
6041,2021,ENERO,1/20/2021,MIERCOLES,9:30:00,CRUCERO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,EMILIANO ZAPATA,CARRETERA,COLOMBIA,"25.809895, -100.294181",PARTICULAR
6202,2021,ENERO,1/20/2021,MIERCOLES,11:28:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PARAJES DE ANAHUAC,AVENIDA,REPUBLICA MEXICANA,"25.787022, -100.273685",PARTICULAR
6223,2021,ENERO,1/20/2021,MIERCOLES,13:10:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LOS ELIZONDO,AVENIDA,BENITO JUAREZ,"25.788756, -100.304185",MUNICIPAL
6242,2021,ENERO,1/20/2021,MIERCOLES,22:30:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,NUESTRA SEÑORA DE FATIMA,AVENIDA,LOS PINOS,"25.782624, -100.310493",PARTICULAR
6127,2021,ENERO,1/21/2021,JUEVES,0:00:00,ESTRELLAMIENDO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PEDREGAL DEL TOPO CHICO,CALLE,SAN PEDRO,"25.818794, -100.401334",PARTICULAR
6208,2021,ENERO,1/21/2021,JUEVES,7:50:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLO CASTELLO,AVENIDA,PASEO DE LA AMISTAD,"25.811469, -100.314531",MUNICIPAL
6042,2021,ENERO,1/21/2021,JUEVES,9:45:00,"ALCANCE, DIVERSO, PROYECCION , ESTRELLAIENTO",FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,ANDRES CABALLERO,CARRETERA,COLOMBIA,"25.82583, -100.295443",PARTICULAR
6057,2021,ENERO,1/21/2021,JUEVES,18:50:00,DERRAPE,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FUENTES DE ESCOBEDO,AVENIDA,LAS FUENTES,"25.78798, -100.315766",PARTICULAR
6257,2021,ENERO,1/22/2021,VIERNES,7:34:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SOCRATES RIZO,CARRETERA,MONCLOVA,"25.819829, -100.294753",PARTICULAR
5487-5488-5486,2021,ENERO,1/22/2021,VIERNES,14:30:00,ESTRELLAMIENTO CON PROYECCION,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PARQUE INDUSTRIAL,CARRETERA,LIBRAMIENTO NORESTE,"25.825791, -100.295609",PARTICULAR
6128,2021,ENERO,1/22/2021,VIERNES,22:30:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,EGIDO SAN MIGUEL,CARRETERA,CAMINO A LAS PEDRERAS,"25.834907, -100.410181",PARTICULAR
6229,2021,ENERO,1/23/2021,SABADO,15:20:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,MIRAVISTA,CALLE,HIDALGO,"25.807865, -100.313936",PARTICULARES
6220,2021,ENERO,1/24/2021,DOMINGO,1:35:00,SALIDA DE CAMINO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VILLA DE SAN FRANCISCO,AVENIDA,AV. NUEVA,"25.819735, -100.358205",MUNICIPALES
5414,2021,ENERO,1/24/2021,DOMINGO,2:56:00,FRONTAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,INF. TOPO GRANDE,CALLE,GALICIA,"25.781724, -100.312151",PARTICULARES
5416,2021,ENERO,1/24/2021,DOMINGO,3:10:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PROVILEON,AVENIDA,AV. ACUEDUCTO,"25.786715, -100.332557",PARTICULARES
5893,2021,ENERO,1/24/2021,DOMINGO,15:10:00,ALCANCE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,MONCLOVITA,CARRETERA,LIBRAMIENTO,"25.810869, -100.391096",PARTICULAR
6153,2021,ENERO,1/24/2021,DOMINGO,22:00:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,ANAHUAC LA PERGOLA,CARRETERA,LAREDO,"25.785463, -100.284241",PARTIULAR
5969,2021,ENERO,1/25/2021,LUNES,10:40:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,AV. SENDERO,"25.767307, -100.2986",PARTICULARES
6296,2021,ENERO,1/26/2021,MARTES,5:59:00,ESTRELLAMIENTO,EN EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LOS ELIZONDO,AVENIDA,JUAREZ,"25.788756, -100.304185",MUNICIPAL
6043,2021,ENERO,1/26/2021,MARTES,9:10:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,PUERTA ANAHUAC,CARRETERA,LAREDO,"25.791765, -100.281323",PARTICULAR
6251,2021,ENERO,1/26/2021,MARTES,20:31:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,FRACCIONAMIENTO,NEXXUS SEC DORARO,AVENIDA,LAS TORRES,"25.779565, -100.308376",PARTICUKLAR
6113,2021,ENERO,1/27/2021,MIERCOLES,2:00:00,CRUCERO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,BARRAGAN,"25.776484, -100.304257",PARTICULAR
6295,2021,ENERO,1/27/2021,MIERCOLES,10:30:00,DIVERSO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LAZARO CARDENAS,AVENIDA,RAUL CABALLERO,"25.805811, -100.285742",MUNICIPAL
6130,2021,ENERO,1/27/2021,MIERCOLES,22:20:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SANTA MARTHA,AVENIDA,CAMINO REAL,"25.805055, -100.387104",PARTICULARES
5847,2021,ENERO,1/28/2021,JUEVES,6:27:00,LATERAL,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PASO CUCHARAS,CARRETERA,LIBRAMIENTO NOROESTE,"25.81754, -100.34728",PARTICULARES
6992,2021,ENERO,1/28/2021,JUEVES,8:20:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,VALLE DEL CANADA,AVENIDA,LOPEZ PORTILLO,"25.767791, -100.291429",PARTICULARES
6205,2021,ENERO,1/28/2021,JUEVES,12:30:00,LATERAL,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PARAJE ANAHUAC,AVENIDA,REPUBLICA MEXICANA,"25.785295, -100.273418",PARTICULARES
6293,2021,ENERO,1/28/2021,JUEVES,15:20:00,ALCANCE,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,ANDRES CABALLERO,CARRETERA,CARRETERA COLOMBIA,"25.837779, -100.301058",PARTICULARES
6346,2021,ENERO,1/29/2021,VIERNES,21:20:00,LATERAL CON HUIDA,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,ANDRES CABALLERO,CARRETERA,COLOMBIA,"25.82583, -100.295443",PARTICULAR
6077,2021,ENERO,1/29/2021,VIERNES,22:24:00,DERRAPAMIENTO,FINIQUITADP,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,LA UNIDAD,CARRETERA,LIBRAMIENTO,"25.79753, -100.421115",PARTICULAR
6277,2021,ENERO,1/30/2021,SABADO,17:50:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,SAN MARCOS,CARRETERA,CAMINO DE LAS AGUILAS,"25.800298, -100.408442",PARTICULARES
6115,2021,ENERO,1/31/2021,DOMINGO,4:05:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,MONCLOVITA,CARRETERA,CAMINO A LAS PEDRERAS,"25.817878, -100.39609",MUNICIPALES
5894,2021,ENERO,1/31/2021,DOMINGO,16:23:00,FRONTAL,MUNICIPALES,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,PRIV. DE CAMINO REAL,CALLE,SANTA ENGRACIA,"25.810815, -100.391234",CODE
6357,2021,ENERO,1/31/2021,DOMINGO,21:19:00,CRUCERO,FINIQUITADO,LLAMADA 911 PLANTA DE RADIO C4,COLONIA,FUENTES DE ESCOBEDO,AVENIDA,AV. PINOS,"25.787228, -100.309958",PARTICULARES
6348,2021,FEBRERO,2/1/2021,LUNES,13:40:00,DISTRACCION,EN TRAMITE,PLANTA DE RADIO,COLONIA,PASO CUCHARAS,AVENIDA,AV. RAUL SALINAS,"25.817428, -100.347357",PARTICULARES
6313,2021,FEBRERO,2/1/2021,LUNES,21:54:00,PEATON,EN TRAMITE,PLANTA DE RADIO,COLONIA,VALLES DE ESCOBEDO,CALLE,CALLE PARRA,"25.799773, -100.303732",PARTICULARES
6280,2021,FEBRERO,2/2/2021,MARTES,8:07:00,CIRCULAR EN CONTRA,EN TRAMITE,PLANTA DE RADIO,COLONIA,VILLAS DE SAN FRANCISCO,AVENIDA,CHOCOLATES,"25.823587, -100.358551",PARTICULARES
6341,2021,FEBRERO,2/2/2021,MARTES,12:33:00,INVASION DE CARRIL,FINIQUITADO,PLANTA DE RADIO,COLONIA,NUEVA CASTILLA,CARRETERA,CARRETERA LAREDO,"25.844436, -100.376928",PARTICULARES
5895,2021,FEBRERO,2/3/2021,MIERCOLES,5:20:00,CRUCERO CON PROYECCION,EN TRAMITE,PLANTA DE RADIO,COLONIA,SANTA MARTHA,AVENIDA,CAMINO REAL,"25.800414, -100.384693",MUNICIPALES
5958,2021,FEBRERO,6/3/2021,MIERCOLES,19:20:00,INVASION DE CARRIL,FINIQUITADO,PLANTA DE RADIO,COLONIA,CAMINO REAL,CARRETERA,LIBRAMIENTO NORESTE,"25.81087, -100.391123",PARTICULARES
6332,2021,FEBRERO,2/3/2021,MIERCOLES,19:28:00,INVASION DE CARRIL,FINIQUITADO,PLANTA DE RADIO,COLONIA,BOSQUES DE ESCOBEDO,AVENIDA,RAUL SALINAS,"25.798526, -100.338254",PARTICULARES
6377,2021,FEBRERO,2/3/2021,MIERCOLES,19:40:00,NO CEDER DERECHO DE PASO,FINIQUITADO,PLANTA DE RADIO,COLONIA,PUERTA NORTE,CARRETERA,CARRETERA LAREDO,"25.772608, -100.289961",PARTICULARES
6071,2021,FEBRERO,2/3/2021,MIERCOLES,20:03:00,PERDIDA DE CONTROL,EN TRAMITE,PLANTA DE RADIO,COLONIA,MONCLOVITA,CARRETERA,CAMINO A LAS PEDRERAS,"25.817153, -100.395799",MUNICIPALES
6303,2021,FEBRERO,2/4/2021,JUEVES,13:40:00,PERDIDA DE CONTROL,EN TRAMITE,PLANTA DE RADIO,COLONIA,EX HACIENDA EL CANADA,CARRETERA,CARRETERA LAREDO,"25.780708, -100.285865",PARTICULARES
6366,2021,FEBRERO,2/5/2021,VIERNES,8:03:00,PERDIDA DE CONTROL,EN TRAMITE,PLANTA DE RADIO,COLONIA,PRIVVADA CAMINO REAL,AVENIDA,CAMINO REAL,"25.810837, -100.391132",PARTICULARES
6304,2021,FEBRERO,2/5/2021,VIERNES,9:24:00,NO RESPETAR ALTO,FINIQUITADO,PLANTA DE RADIO,COLONIA,ARBOLEDAS DE ESCOBEDO,AVENIDA,ADOLFO LOPEZ MATEOS,"25.809179, -100.264017",PARTICULARES
6305,2021,FEBRERO,2/5/2021,VIERNES,12:40:00,PERDIDA DE CONTROL,EN TRAMITE,PLANTA DE RADIO,COLONIA,NEXXUS,AVENIDA,MIGUEL BARRAGAN,"25.770039, -100.304768",MUNICIPALES
6386,2021,FEBRERO,2/5/2021,VIERNES,14:00:00,CABLES DE MUNICIPIO,EN TRAMITE,PLANTA DE RADIO,COLONIA,VALLE DEL CANADA,CARRETERA,CARRETERA LAREDO KM10,"25.776512, -100.288216",MUNICIPALES
6426,2021,FEBRERO,2/5/2021,VIERNES,17:26:00,INVASION DE CARRIL,FINIQUITADO,PLANTA DE RADIO,COLONIA,DESARROLLO URBANO EL CANADA,AVENIDA,BARRAGAN,"25.770039, -100.304768",PARTICULARES
6388,2021,FEBRERO,2/5/2021,VIERNES,17:35:00,INVASION DE CARRIL,EN TRAMITE,PLANTA DE RADIO,COLONIA,VALLE DEL CANADA,AVENIDA,AV. SENDERO,"25.767815, -100.291683",PARTICULARES
6361,2021,FEBRERO,2/5/2021,VIERNES,20:30:00,INVASION DE CARRIL,FINIQUITADO,PLANTA DE RADIO,COLONIA,JARDINES DEL CANADA,AVENIDA,JARDINES DEL CANDA,"25.795034, -100.30846",PARTICULARES
6362,2021,FEBRERO,2/5/2021,VIERNES,22:50:00,INVASION DE CARRIL,EN TRAMITE,PLANTA DE RADIO,COLONIA,VILLAS DE ESCOBEDO,AVENIDA,JOSE MARIA MORELOS,"25.776546, -100.320658",PARTICULARES
6427,2021,FEBRERO,2/6/2021,SABADO,8:50:00,NO RESPETAR LUZ ROJA,EN TRAMITE,PLANTA DE RADIO,COLONIA,ANDRES CABALLERO,CARRETERA,CARRETERA MONCLOVA,"25.824773, -100.299955",PARTICULARES
6248,2021,FEBRERO,2/6/2021,SABADO,9:58:00,INVASION DE CARRIL,FINIQUITADO,PLANTA DE RADIO,COLONIA,MONCLOVA,CARRETERA,CAMINO A LAS PEDRERAS,"25.817911, -100.396134",PARTICULARES
5870,2021,FEBRERO,2/6/2021,SABADO,12:09:00,CIRCULAR EN CONTRA,FINIQUITADO,PLANTA DE RADIO,COLONIA,PRIV. DE CAMINO REAL,AVENIDA,CAMINO REAL,"25.810837, -100.391132",PARTICULARES
6428,2021,FEBRERO,2/6/2021,SABADO,12:40:00,NO GUARDAR DISTANCIA,FINQUITADO,PLANTA DE RADIO,COLONIA,EMILIANO ZAPATA,CARRETERA,CARRETERA COLOMBIA,"25.809881, -100.294297",PARTICULARES
