 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
1250,2021,NOVIEMBRE,11/21/2021,DOMINGO,22:06:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,MONTE VERDE,CRUCERO,SAN ROQUE,"25.647974714071484, -100.14507257336972",
1253,2021,NOVIEMBRE,11/23/2021,MARTES,16:56:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LA LOBITA,CRUCERO,SAN MATEO,"25.524271837624806, -100.11754291755021",
1255,2021,NOVIEMBRE,11/25/2021,JUEVES,11:16:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VILLAS DE SAN JUAN,CRUCERO,FLOR DE BELEN,"25.654177586509256, -100.0765833817057",
169,2021,NOVIEMBRE,11/26/2021,VIERNES,21:49:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS DE SAN JUAN,CRUCERO,FRESNO,"25.628874516493386, -100.09018815987707",
1257,2021,NOVIEMBRE,11/26/2021,VIERNES,9:00:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CRUCERO,SAN ISIDRO,"25.620920349011282, -100.17427780220592",
1259,2021,NOVIEMBRE,11/27/2021,SABADO,8:20:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,CRUCERO,A. GARZA LEAL,"25.64961361327372, -100.09491035987675",
1261,2021,NOVIEMBRE,11/27/2021,SABADO,15:19:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657206580561837, -100.13485475987653",
170,2021,NOVIEMBRE,11/27/2021,SABADO,15:50:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ANZURES,CRUCERO,RUIZ CORTINEZ,"25.69871502173414, -100.11688255987575",
1267,2021,NOVIEMBRE,11/28/2021,DOMINGO,12:54:00,SALIDA DE CAMINO,PENDIENTE,CENTRAL DE RADIO,COLONIA,SAN ANTONIO,CRUCERO,PERIFERICO,"25.64230801682946, -100.07098293104116",
1268,2021,NOVIEMBRE,11/28/2021,DOMINGO,18:05:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE SUR,CRUCERO,SAN ROQUE,"25.651113612543593, -100.14149365987666",
1271,2021,NOVIEMBRE,11/28/2021,DOMINGO,10:55:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,MONTE KRISTAL,CRUCERO,SAN ROQUE,"25.622718716615907, -100.15372658871277",
1265,2021,NOVIEMBRE,11/28/2021,DOMINGO,4:21:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA ISABEL,CRUCERO,SANTA ISABEL,"25.62592879831766, -100.17350000220571",
172,2021,NOVIEMBRE,11/29/2021,LUNES,23:29:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VILLA DE SAN JUAN,CRUCERO,PASEO DE SAN JUAN,"25.653085811583328, -100.07726073104098",
952,2021,SEPTIEMBRE,9/1/2021,MIERCOLES,14:17:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657235593497575, -100.13485475987653",
951,2021,SEPTIEMBRE,9/1/2021,MIERCOLES,11:09:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS VALLES,CRUCERO,VALLE DE LOS OLIVOS,"25.61845669228733, -100.16736621995211",
951,2021,SEPTIEMBRE,9/1/2021,MIERCOLES,7:51:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,ARTURO B DE LA GARZA,"25.648835927481887, -100.10033718877438",
954,2021,SEPTIEMBRE,9/2/2021,JUEVES,8:29:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DEL VIRREY,CRUCERO,ARTURO B DE LA GARZA,"25.658964880936455, -100.14353976138892",
958,2021,SEPTIEMBRE,9/3/2021,VIERNES,21:26:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,CRUCERO,CAMINO A LA PAZ,"25.64756647073993, -100.10326707336975",
956,2021,SEPTIEMBRE,9/3/2021,VIERNES,8:32:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ZIRANDARO,CRUCERO,ARTURO B DE LA GARZA,"25.656602625743655, -100.13218367336964",
960,2021,SEPTIEMBRE,9/4/2021,SABADO,14:15:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DE SAN JUAN,CRUCERO,ELOY CAVAZOS,"25.621603953032942, -100.11348927337023",
967,2021,SEPTIEMBRE,9/5/2021,DOMINGO,5:00:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CRUCERO,DIAMANTE,"25.627579881889854, -100.17862205383966",
971,2021,SEPTIEMBRE,9/5/2021,DOMINGO,11:37:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COAHUILA,CRUCERO,CARR REYNOSA,"25.660053286528477, -100.1468592463835",
969,2021,SEPTIEMBRE,9/5/2021,DOMINGO,7:00:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,URBI VILLAS,CRUCERO,DEL MATEL,"25.684260758720203, -100.08749604831225",
976,2021,SEPTIEMBRE,9/5/2021,DOMINGO,18:16:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,REAL DE SAN JOSE,CRUCERO,TEOFILO SALINAS,"25.65515229518753, -100.08091035987657",
968,2021,SEPTIEMBRE,9/5/2021,DOMINGO,6:00:00,VOLCADURA,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CRUCERO,CAMINO A LAS ESPINAS,"25.617846725428564, -100.17341670220594",
977,2021,SEPTIEMBRE,9/5/2021,DOMINGO,20:44:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DEL RIO,CRUCERO,VISTAS DE LA PRIMAVERA,"25.666179986240426, -100.10356633104077",
979,2021,SEPTIEMBRE,9/6/2021,LUNES,1:00:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,EL SABINAL,CRUCERO,EL SABINAL,"25.656019325838532, -100.10948927336963",
982,2021,SEPTIEMBRE,9/7/2021,MARTES,13:17:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,TEOFILO SALINAS,"25.644299576232985, -100.0872222",
989,2021,SEPTIEMBRE,9/9/2021,JUEVES,11:43:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,HEROES DE NACOZARI,CRUCERO,ACUEDUCTO,"25.638974718451706, -100.1803056022056",
993,2021,SEPTIEMBRE,9/10/2021,VIERNES,21:51:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,FOMERREY 131,CRUCERO,ARTURO B DE LA GARZA,"25.651446912381267, -100.10523293104097",
990,2021,SEPTIEMBRE,9/10/2021,VIERNES,16:25:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,TEOFILO SALINAS,"25.64347471626171, -100.08763890220547",
135,2021,SEPTIEMBRE,9/10/2021,VIERNES,19:04:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN ANTONIO,CRUCERO,CARR REYNOSA,"25.623067699940826, -100.06443815987717",
996,2021,SEPTIEMBRE,9/11/2021,SABADO,23:15:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,EJIDO JUAREZ,CRUCERO,JUAREZ APODACA,"25.66454954678061, -100.08581633104075",
1003,2021,SEPTIEMBRE,9/12/2021,DOMINGO,20:17:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS DEL SOL,CRUCERO,SATURNINO GONZALEZ,"25.664773057756456, -100.12678853104072",
999,2021,SEPTIEMBRE,9/12/2021,DOMINGO,5:58:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PASEO SANTA FE,CRUCERO,PASEO SANTA ANA,"25.638641318613953, -100.10967108871252",
1004,2021,SEPTIEMBRE,9/12/2021,DOMINGO,23:03:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PASEO ANDALUZ,CRUCERO,PASEO ALCAZAR,"25.64235516118464, -100.11629925987678",
1002,2021,SEPTIEMBRE,9/12/2021,DOMINGO,20:15:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CRUCERO,SAN CILVESTRE,"25.615837052717605, -100.17175000220595",
1002,2021,SEPTIEMBRE,9/12/2021,DOMINGO,20:17:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS DEL SOL,CRUCERO,AMALIA VILLARREAL,"25.66473437628539, -100.12680998871203",
1011,2021,SEPTIEMBRE,9/15/2021,MIERCOLES,15:49:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,INF. BENITO JUAREZ,CRUCERO,JUAN DE LA BARRERA,"25.651931312049648, -100.1008567156984",
1017,2021,SEPTIEMBRE,9/17/2021,VIERNES,18:53:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN JOSE,CRUCERO,TEOFILO SALINAS,"25.64851340057224, -100.08470513104109",
1019,2021,SEPTIEMBRE,9/18/2021,SABADO,10:14:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CRUCERO,PASEO DE SAN JUAN,"25.64098438977342, -100.0565385310412",
1020,2021,SEPTIEMBRE,9/18/2021,SABADO,12:37:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CAMPANARIO,CRUCERO,SAN MATEO,"25.58443005248215, -100.12602341569962",
1024,2021,SEPTIEMBRE,9/19/2021,DOMINGO,2:20:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,CRUCERO,JULIO CISNEROS,"25.64516911543713, -100.09852780220545",
1029,2021,SEPTIEMBRE,9/19/2021,DOMINGO,21:48:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,GARDENIAS,CRUCERO,SAN ROQUE,"25.628736836492365, -100.15483778871274",
1031,2021,SEPTIEMBRE,9/20/2021,LUNES,12:27:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,COLINAS DE SAN JUAN,CRUCERO,ARTURO B DE LA GARZA,"25.6380314365301, -100.08532705987697",
1033,2021,SEPTIEMBRE,9/22/2021,MIERCOLES,8:45:00,SALIDA DE CAMINO,PENDIENTE,CENTRAL DE RADIO,COLONIA,CAMPANARIO,CRUCERO,SAN MATEO,"25.584468759966057, -100.12610924638481",
1035,2021,SEPTIEMBRE,9/24/2021,VIERNES,2:52:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,HACIENDA SAN JOSE,CRUCERO,HACIENDA EL ARENAL,"25.64454955976122, -100.07993367336984",
1039,2021,SEPTIEMBRE,9/25/2021,SABADO,22:32:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657216251541207, -100.13485475987653",
1040,2021,SEPTIEMBRE,9/26/2021,DOMINGO,3:15:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,EL SABINAL,CRUCERO,ARTURO B DE LA GARZA,"25.65253021185391, -100.110455131041",
1043,2021,SEPTIEMBRE,9/26/2021,DOMINGO,17:01:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA LUCIA,CRUCERO,ARTURO B DE LA GARZA,"25.655068895255173, -100.12326073104092",
1047,2021,SEPTIEMBRE,9/27/2021,LUNES,21:38:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CRUCERO,PASEO DE SAN JUAN,"25.64097471747837, -100.05652780220555",
145,2021,SEPTIEMBRE,9/29/2021,MIERCOLES,2:12:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN JOSE,CRUCERO,TEOFILO SALINAS,"25.65188295500266, -100.08265597336967",
144,2021,SEPTIEMBRE,9/29/2021,MIERCOLES,17:13:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARDENIAS,CRUCERO,SAN ROQUE,"25.628698143338745, -100.15481633104143",
1168,2021,NOVIEMBRE,11/1/2021,LUNES,14:02:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,CRUCERO,CAMINO A LA PAZ,"25.648012085783435, -100.10298293104107",
1173,2021,NOVIEMBRE,11/3/2021,MIERCOLES,9:36:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657196909581682, -100.13484403104087",
1174,2021,NOVIEMBRE,11/3/2021,MIERCOLES,12:06:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,ARCADIA,CRUCERO,TITANES,"25.610485631390837, -100.17982705987738",
1180,2021,NOVIEMBRE,11/4/2021,JUEVES,7:50:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,HECTOR CABALLERO,CRUCERO,ELOY CAVAZOS,"25.632681332337174, -100.13089328871256",
161,2021,NOVIEMBRE,11/6/2021,SABADO,16:54:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657225922519785, -100.13483330220522",
1183,2021,NOVIEMBRE,11/6/2021,SABADO,3:29:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,CRUCERO,JULIO CISNEROS,"25.64603988690324, -100.0996667022055",
1189,2021,NOVIEMBRE,11/7/2021,DOMINGO,2:30:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DEL SEMINARIO,CRUCERO,ELOY CAVAZOS,"25.624446925518953, -100.11804925987714",
1192,2021,NOVIEMBRE,11/8/2021,LUNES,9:58:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,SAN MATEO,"25.62777177064298, -100.10145961754839",
1197,2021,NOVIEMBRE,11/10/2021,MIERCOLES,14:17:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ARBOLEDAS DE SAN ROQUE,CRUCERO,ANTIGUO CAMINO A VILLA JUAREZ,"25.604920360674978, -100.15432705987755",
1193,2021,NOVIEMBRE,11/10/2021,MIERCOLES,3:10:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PASEO LAS LOMAS,CRUCERO,PASEO LAS LOMAS,"25.642021761400933, -100.11213255987681",
1190,2021,NOVIEMBRE,11/10/2021,MIERCOLES,9:32:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,TEOFILO SALINAS,"25.64350241624824, -100.08766670220557",
1199,2021,NOVIEMBRE,11/11/2021,JUEVES,8:38:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,ARTURO B DE LA GARZA,"25.642400988969186, -100.09135475987682",
1200,2021,NOVIEMBRE,11/11/2021,JUEVES,19:29:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN FRANCISCO,CRUCERO,SAN FRANCISCO,"25.621114848869368, -100.1304444022059",
1202,2021,NOVIEMBRE,11/12/2021,VIERNES,23:43:00,VOLCADURA,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,ARTURO B DE LA GARZA,"25.640930006721373, -100.08930998871246",
164,2021,NOVIEMBRE,11/12/2021,VIERNES,20:41:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS AGAVEZ,CRUCERO,SOTOL,"25.633308021208837, -100.11938255987698",
1203,2021,NOVIEMBRE,11/13/2021,SABADO,6:09:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ARCADIA,CRUCERO,ARCADIA,"25.610456607093443, -100.17733778871303",
1206,2021,NOVIEMBRE,11/13/2021,SABADO,11:56:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657216251541207, -100.13484403104087",
1209,2021,NOVIEMBRE,11/13/2021,SABADO,22:57:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE SUR,CRUCERO,SAN ROQUE,"25.649709014392343, -100.14320074453407",
1204,2021,NOVIEMBRE,11/13/2021,SABADO,6:49:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,VILLAS DE SAN JOSE,CRUCERO,TEOFILO SALINAS,"25.660003720491375, -100.07865401754778",
1220,2021,NOVIEMBRE,11/15/2021,LUNES,23:40:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS DE SAN JUAN,CRUCERO,COLINAS DE LA MORENA,"25.63162329508641, -100.09077145987698",
1218,2021,NOVIEMBRE,11/15/2021,LUNES,22:47:00,ATROPELLO,PENDIENTE,CENTRAL DE RADIO,COLONIA,LOS AGAVES,CRUCERO,ELOY CAVAZOS,"25.629928796048187, -100.12518815987706",
1216,2021,NOVIEMBRE,11/15/2021,LUNES,19:28:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,TEOFILO SALINAS,"25.643531432516482, -100.08766670220554",
1219,2021,NOVIEMBRE,11/15/2021,LUNES,23:42:00,ATROPELLO,PENDIENTE,CENTRAL DE RADIO,COLONIA,VILLAS DE SAN JUAN,CRUCERO,TEOFILO SALINAS,"25.653863611204663, -100.08175000220533",
1223,2021,NOVIEMBRE,11/16/2021,MARTES,6:42:00,LATERAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CRUCERO,ACUEDUCTO,"25.623206599862094, -100.17244440220583",
1230,2021,NOVIEMBRE,11/19/2021,VIERNES,11:03:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,RINCON DEL PARQUE,CRUCERO,COLINAS DEL SOL,"25.66880921406055, -100.12641035987639",
1231,2021,NOVIEMBRE,11/19/2021,VIERNES,20:13:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,REAL DE SAN JOSE,CRUCERO,TEOFILO SALINAS,"25.649094270243882, -100.08426707336974",
1238,2021,NOVIEMBRE,11/20/2021,SABADO,14:45:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA LIDIA,CRUCERO,CARR REYNOSA,"25.628559243440147, -100.0720556022058",
1235,2021,NOVIEMBRE,11/20/2021,SABADO,9:02:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CRUCERO,PASEO DE SAN JUAN,"25.64408824826411, -100.05940597336983",
1249,2021,NOVIEMBRE,11/21/2021,DOMINGO,17:10:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657187238600763, -100.13485475987653",
1243,2021,NOVIEMBRE,11/21/2021,DOMINGO,4:25:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CRUCERO,SAN GERONIMO,"25.620513423268118, -100.1743333022059",
1247,2021,NOVIEMBRE,11/21/2021,DOMINGO,11:54:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA ANA,CRUCERO,SAN ROQUE,"25.648613613760407, -100.14447220220539",
1252,2021,NOVIEMBRE,11/23/2021,MARTES,12:21:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DEL RIO,CRUCERO,VISTAS DEL OSO,"25.660274273993995, -100.09719888871214",
1251,2021,NOVIEMBRE,11/25/2021,JUEVES,5:33:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,HECTOR CABALLERO,CRUCERO,ELOY CAVAZOS,"25.632642640461576, -100.13090401754822",
1263,2021,NOVIEMBRE,11/27/2021,SABADO,17:42:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ANZURES,CRUCERO,ANZURES,"25.689253699120986, -100.1158611022047",
1262,2021,NOVIEMBRE,11/27/2021,SABADO,16:18:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,FUENTES DE JUAREZ,CRUCERO,CAMINO A LA PAZ,"25.644882959544773, -100.10651707336983",
1260,2021,NOVIEMBRE,11/27/2021,SABADO,13:43:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS DE LA MORENA,CRUCERO,CARR REYNOSA,"25.638003736550132, -100.08525000220558",
1258,2021,NOVIEMBRE,11/27/2021,SABADO,0:47:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,PEDREGAL DE SANTA MONICA,CRUCERO,PERLA,"25.626206598160174, -100.17881633104149",
1270,2021,NOVIEMBRE,11/28/2021,DOMINGO,21:44:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,SAN FRANCISCO,CRUCERO,SAN ANTONIO,"25.623938473128277, -100.12369888871284",
1266,2021,NOVIEMBRE,11/28/2021,DOMINGO,10:55:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE KRISTAL,CRUCERO,SAN ROQUE,"25.62265100017718, -100.15370513104148",
1264,2021,NOVIEMBRE,11/28/2021,DOMINGO,4:40:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,REAL DE SAN JOSE,CRUCERO,TEOFILO SALINAS,"25.64851340057224, -100.0846729445341",
1272,2021,NOVIEMBRE,11/29/2021,LUNES,6:08:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,SANTA LUCIA,CRUCERO,ARTURO B DE LA GARZA,"25.653742739998638, -100.11678853104101",
171,2021,NOVIEMBRE,11/29/2021,LUNES,15:10:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE KRISTAL,CRUCERO,MONTE CRISTAL,"25.61641200088386, -100.13974365987724",
1274,2021,NOVIEMBRE,11/29/2021,LUNES,15:53:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN MIGUELITO,CRUCERO,SAN JERONIMO,"25.634922875569, -100.09999804638394",
1279,2021,NOVIEMBRE,11/30/2021,MARTES,16:58:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARDENIAS,CRUCERO,SAN ROQUE,"25.628707816628342, -100.15482705987709",
1023,2021,OCTUBRE,10/1/2021,VIERNES,19:41:00,VOLCADURA,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS PUERTOS,CRUCERO,RUIZ CORTINEZ,"25.69799402505357, -100.11076073104017",
1050,2021,OCTUBRE,10/2/2021,SABADO,8:16:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ZIRANDARO,CRUCERO,A.B. DE LA GARZA,"25.65375241125881, -100.11678853104101",
1051,2021,OCTUBRE,10/2/2021,SABADO,19:08:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SIERRA VISTA,CRUCERO,ELOY CAVAZOS,"25.643031432881337, -100.16417743104114",
1058,2021,OCTUBRE,10/3/2021,DOMINGO,22:28:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE CONDESA,CRUCERO,ELOY CAVAZOS,"25.618512102524907, -100.10673293104162",
1066,2021,OCTUBRE,10/4/2021,LUNES,23:53:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ARCADIA,CRUCERO,CAMINO A LAS ESPINAS,"25.610873306857194, -100.17510475987736",
1067,2021,OCTUBRE,10/5/2021,MARTES,22:04:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CRUCERO,PERIFERICO,"25.648224713949855, -100.07024365987672",
1077,2021,OCTUBRE,10/9/2021,SABADO,18:04:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DE JUAREZ,CRUCERO,ELOY CAVAZOS,"25.64006890741955, -100.15277145987683",
1074,2021,OCTUBRE,10/9/2021,SABADO,7:25:00,ESTRELLAMIENTO,,CENTRAL DE RADIO,COLONIA,PRADERAS DE SAN JUAN,CRUCERO,MADRID,"25.676023047713162, -100.0882651175475",
1078,2021,OCTUBRE,10/9/2021,SABADO,20:06:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE VERDE,CRUCERO,MONTE LIBANO,"25.64798438579915, -100.1511603598767",
1080,2021,OCTUBRE,10/10/2021,DOMINGO,3:20:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CRUCERO,ARTURO B DE LA GARZA,"25.657196909581682, -100.13481184453391",
1086,2021,OCTUBRE,10/10/2021,DOMINGO,23:00:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PRIVADAS OCANIA,CRUCERO,EL SABINAL,"25.66186481913242, -100.10790597336954",
152,2021,OCTUBRE,10/10/2021,DOMINGO,21:55:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,HECTOR CABALLERO,CRUCERO,LA ESPERANZA,"25.639198135678665, -100.1237158598769",
1088,2021,OCTUBRE,10/11/2021,LUNES,3:41:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS PUERTOS,CRUCERO,GALES,"25.689716230433707, -100.0991667022047",
1094,2021,OCTUBRE,10/13/2021,MIERCOLES,15:48:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE KRISTAL,CRUCERO,LAS TORRES,"25.61896627635139, -100.14556633104159",
153,2021,OCTUBRE,10/14/2021,JUEVES,16:22:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CRUCERO,ARTURO B DE LA GARZA,"25.64543967500669, -100.09561548871243",
1096,2021,OCTUBRE,10/14/2021,JUEVES,8:52:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN ANTONIO,CRUCERO,CARR REYNOSA,"25.623116068660863, -100.06446585987716",
1097,2021,OCTUBRE,10/14/2021,JUEVES,20:48:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PUNTA ESMERALDA,CRUCERO,ELOY CAVAZOS,"25.64097593438124, -100.15591670220549",
1098,2021,OCTUBRE,10/14/2021,JUEVES,20:13:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS REYES,CRUCERO,SAN ROQUE,"25.64409792030688, -100.14881184453414",
