 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
442,2021,MAYO,5/1/2021,SABADO,15:43:00,LATERAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,PORTAL DE JUAREZ,CALLE,SAN MATEO,"25.629991530073255, -100.10013890223499",
49,2021,MAYO,5/1/2021,SABADO,9:04:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CALLE,ACUEDUCTO,"25.6263249306689, -100.17396585990551",
443,2021,MAYO,5/1/2021,SABADO,16:56:00,DIVERSO,PENDIENTE,CENTRAL DE RADIO,COLONIA,EL SABINAL,AVENIDA,ARTURO B DE LA GARZA,"25.652880426353452, -100.11256633106991",
51,2021,MAYO,5/1/2021,SABADO,15:10:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DEL RIO,CALLE,VISTAS DE LAS FLORES,"25.66358328368584, -100.0947114733994",
449,2021,MAYO,5/2/2021,DOMINGO,12:56:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,TERRANOVA,CALLE,SIERRA DE LA LAGUNA,"25.670620753574994, -100.10584403106972",
52,2021,MAYO,5/2/2021,DOMINGO,4:31:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PRIVADA LA SILLA,CALLE,CERRO DEL TANLLAL,"25.603640109672575, -100.17938890223539",
451,2021,MAYO,5/2/2021,DOMINGO,23:07:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DE JUAREZ,AVENIDA,SAN ROQUE,"25.639908228461966, -100.15263255990529",
53,2021,MAYO,5/2/2021,DOMINGO,20:50:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA LUCIA,AVENIDA,ARTURO B DE LA GARZA,"25.655010868327302, -100.12327145990506",
452,2021,MAYO,5/2/2021,DOMINGO,22:14:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,REAL DE SAN JOSE,AVENIDA,TEOFILO SALINAS,"25.6518345979407, -100.08266670223476",
447,2021,MAYO,5/2/2021,DOMINGO,10:20:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CALLE,SAN MATEO,"25.64174152816413, -100.09343367339973",
55,2021,MAYO,5/3/2021,LUNES,15:32:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SIERRA VISTA,AVENIDA,ELOY CAVAZOS,"25.642184711498775, -100.1610214599053",
448,2021,MAYO,5/2/2021,DOMINGO,11:49:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LA  ESCONDIDA,CALLE,MADRID,"25.668204053772065, -100.08234403106977",
457,2021,MAYO,5/5/2021,MIERCOLES,17:46:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,TEOFILO SALINAS,"25.64086230061349, -100.08930998874044",
455,2021,MAYO,5/5/2021,MIERCOLES,0:09:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DE JUAREZ,AVENIDA,ELOY CAVAZOS,"25.6410846005593, -100.15705560223492",
459,2021,MAYO,5/6/2021,JUEVES,0:43:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PORTAL DE  VAQUERIAS,CALLE,CASITAS,"25.63541790193928, -100.148777802235",
460,2021,MAYO,5/6/2021,JUEVES,9:08:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,AVENIDA,ARTURO B DE LA GARZA,"25.657167896641138, -100.13482257339952",
463,2021,MAYO,5/7/2021,VIERNES,8:19:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE CONDESA,AVENIDA,ELOY CAVAZOS,"25.61850242841447, -100.10671147340001",
461,2021,MAYO,5/6/2021,JUEVES,20:11:00,VOLCADURA,PENDIENTE,CENTRAL DE RADIO,COLONIA,SANTA MONICA,AVENIDA,ACUEDUCTO,"25.62315823118325, -100.17243815990551",
464,2021,MAYO,5/8/2021,SABADO,4:03:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PARAJE JUAREZ,CALLE,SAN MATEO,"25.64172218369599, -100.09345513107012",
468,2021,MAYO,5/8/2021,SABADO,10:45:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,JULIO CISNEROS,"25.64174152816413, -100.09343367339973",
465,2021,MAYO,5/8/2021,SABADO,2:32:00,SALIDA DE CAMINO,PENDIENTE,CENTRAL DE RADIO,COLONIA,BUGAMBILIAS,CALLE,TORRES DE BUGAMBILIA,"25.62249275267716, -100.14198293107034",
470,2021,MAYO,5/8/2021,SABADO,18:18:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CALLE,SAN MATEO,"25.641702839224713, -100.09344440223491",
479,2021,MAYO,5/9/2021,DOMINGO,22:39:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS DE LA MORENA,CALLE,COLINAS DE LA MORENA,"25.63067757622589, -100.09149365990545",
478,2021,MAYO,5/9/2021,DOMINGO,21:24:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,BUROCRATAS DE GPE,AVENIDA,SAN ROQUE,"25.638194383697453, -100.15428853107011",
481,2021,MAYO,5/9/2021,DOMINGO,21:45:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS BUGAMBILIAS,CALLE,LIZ,"25.621407009825244, -100.14298293107035",
480,2021,MAYO,5/9/2021,DOMINGO,23:53:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,REAL DE SAN JOSE,AVENIDA,TEOFILO SALINAS,"25.64927778369249, -100.08423927339959",
475,2021,MAYO,5/9/2021,DOMINGO,4:04:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,CALLE,JULIO CISNEROS,"25.641760872629114, -100.09345513107012",
483,2021,MAYO,5/10/2021,LUNES,15:19:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,REAL DE SAN JOSE,AVENIDA,TEOFILO SALINAS,"25.649084598610695, -100.08429925990521",
476,2021,MAYO,5/9/2021,DOMINGO,8:19:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,COLINAS DEL VERGEL,CALLE,JULIO CISNEROS,"25.64068602833561, -100.09188890223494",
486,2021,MAYO,5/10/2021,LUNES,20:31:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,VISTAS DEL SEMINARIO,AVENIDA,ELOY CAVAZOS,"25.624519330962148, -100.1179167022351",
58,2021,MAYO,5/10/2021,LUNES,17:23:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SALVADOR CHAVEZ,AVENIDA,ACUEDUCTO,"25.63462921088995, -100.1775725733998",
489,2021,MAYO,5/11/2021,MARTES,21:38:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CALLE,PASEO DE SAN JUAN,"25.63839131874011, -100.04981633107015",
482,2021,MAYO,5/10/2021,LUNES,0:53:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,SANTA LUCIA,AVENIDA,ARTURO B DE LA GARZA,"25.65500119716914, -100.1232500022347",
59,2021,MAYO,5/13/2021,JUEVES,18:36:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PARAJE JUAREZ,CALLE,ANTIGUO CAMINO A SAN  SIMON,"25.638646086562176, -100.09465401757568",
484,2021,MAYO,5/10/2021,LUNES,18:48:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN MIGUELITO,CALLE,SAN MATEO,"25.635490310959334, -100.09701073107018",
493,2021,MAYO,5/13/2021,JUEVES,11:37:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,TEOFILO SALINAS,"25.64426087181758, -100.08725438874049",
485,2021,MAYO,5/10/2021,LUNES,21:10:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS CANTAROS,AVENIDA,ELOY CAVAZOS,"25.626056804218297, -100.12028218874066",
494,2021,MAYO,5/13/2021,JUEVES,13:24:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE VERDE,AVENIDA,PABLO LIVAS,"25.648798342009332, -100.15275438874036",
488,2021,MAYO,5/11/2021,MARTES,15:48:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,FOMERREY 131,AVENIDA,ARTURO B DE LA GARZA,"25.65191789792026, -100.10738255990508",
496,2021,MAYO,5/13/2021,JUEVES,21:50:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN ANTONIO,AVENIDA,CARR REYNOSA,"25.623009657455533, -100.06445513107032",
492,2021,MAYO,5/12/2021,MIERCOLES,18:39:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE REAL,CALLE,SAN ROQUE,"25.610640107970056, -100.15717743107051",
498,2021,MAYO,5/14/2021,VIERNES,2:35:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CALLE,PASEO DE SAN JUAN,"25.646092955574957, -100.0632158599052",
499,2021,MAYO,5/14/2021,VIERNES,15:08:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,AVENIDA,ACUEDUCTO,"25.62839977696474, -100.174944402235",
501,2021,MAYO,5/15/2021,SABADO,8:05:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,EJIDO CARRICITOS,CALLE,SAN MATEO,"25.5556510381439, -100.12368815990644",
505,2021,MAYO,5/15/2021,SABADO,20:40:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CALLE,PASEO DE SAN JUAN,"25.640029000816455, -100.05458330223486",
502,2021,MAYO,5/15/2021,SABADO,14:43:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,VALLE DEL REY,AVENIDA,ARTURO B DE LA GARZA,"25.659113608652813, -100.143604759905",
500,2021,MAYO,5/15/2021,SABADO,6:03:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LA MORENA,AVENIDA,CARR REYNOSA,"25.62850120362337, -100.07204487339997",
503,2021,MAYO,5/15/2021,SABADO,17:25:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS REYES,AVENIDA,SAN ROQUE,"25.643981855746965, -100.1488718310701",
508,2021,MAYO,5/16/2021,DOMINGO,17:50:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,RANCHO VIEJO,CALLE,CAMINO A SAN ROQUE,"25.62112075760933, -100.17143367339996",
504,2021,MAYO,5/15/2021,SABADO,19:43:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS  PUERTOS,AVENIDA,JUAREZ APODACA,"25.684759652421373, -100.1180940310695",
509,2021,MAYO,5/16/2021,DOMINGO,20:51:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE KRISTAL,AVENIDA,SAN ROQUE,"25.6226014099213, -100.1537114734",
507,2021,MAYO,5/16/2021,DOMINGO,2:33:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PRIVADAS DEL BOSQUE,CALLE,CAMINO A LAS ESPINAS,"25.606241533929875, -100.17525000223539",
64,2021,MAYO,5/17/2021,LUNES,10:41:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOMAS DE LOS NARANJOS,AVENIDA,ACUEDUCTO,"25.62109295761156, -100.17145513107037",
514,2021,MAYO,5/17/2021,LUNES,23:14:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,QUINTA LAS SABINAS,AVENIDA,ARTURO B DE LA GARZA,"25.655798339168964, -100.12728853106988",
513,2021,MAYO,5/17/2021,LUNES,22:07:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS ENCINOS,CALLE,SAUCES,"25.64610262745526, -100.11562183107003",
515,2021,MAYO,5/18/2021,MARTES,0:47:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLES DEL SEMINARIO,CALLE,SAN MATEO,"25.626233077667667, -100.10228853107026",
518,2021,MAYO,5/18/2021,MARTES,16:55:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PRIVADAS DEL REY,CALLE,CAMINO A SAN ROQUE,"25.653195697608968, -100.13919440223474",
523,2021,MAYO,5/20/2021,JUEVES,11:35:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,VALLE REAL,CALLE,REGUILETES,"25.60976933335728, -100.16154925990574",
517,2021,MAYO,5/18/2021,MARTES,14:41:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PARAJE JUAREZ,CALLE,SAN MATEO,"25.639260873440552, -100.09468367339983",
527,2021,MAYO,5/22/2021,SABADO,0:59:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,COLINAS LA MORENA,AVENIDA,CARR REYNOSA,"25.62850120362337, -100.07207705990554",
520,2021,MAYO,5/19/2021,MIERCOLES,8:24:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CALLE,PASEO DE SAN JUAN,"25.63999998369676, -100.05459403107007",
529,2021,MAYO,5/22/2021,SABADO,17:02:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,AVENIDA,ARTURO B DE LA GARZA,"25.649640098475196, -100.10180560223476",
521,2021,MAYO,5/19/2021,MIERCOLES,13:35:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PORTAL DE VAQUERIAS,AVENIDA,ELOY CAVAZOS,"25.638224718821117, -100.14772220223497",
532,2021,MAYO,5/22/2021,SABADO,23:27:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,HECTOR CABALLERO,AVENIDA,ELOY CAVAZOS,"25.632621975595065, -100.1308440310702",
524,2021,MAYO,5/21/2021,VIERNES,1:42:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,SIERRA VISTA,AVENIDA,ELOY CAVAZOS,"25.642242744668884, -100.16100000223493",
536,2021,MAYO,5/23/2021,DOMINGO,4:51:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE VERDE,CALLE,MONTE CELESTE,"25.648048342313608, -100.15269440223481",
530,2021,MAYO,5/22/2021,SABADO,19:26:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ARCADIA,CALLE,ARCADIA,"25.61185263301888, -100.18188255990562",
537,2021,MAYO,5/23/2021,DOMINGO,10:43:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,DEPORTIVO LA SIERRA,CALLE,SAN MATEO,"25.60424030844333, -100.11480560223538",
533,2021,MAYO,5/23/2021,DOMINGO,2:30:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,LAS LOMAS,CALLE,COLINAS DE LA MORENA,"25.62996373007777, -100.09425000223507",
538,2021,MAYO,5/23/2021,DOMINGO,17:33:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,ARTURO B DE LA GARZA,"25.643131644308315, -100.09238890223487",
535,2021,MAYO,5/23/2021,DOMINGO,1:27:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LA REFORMA,CALLE,MONTE OLIMPO,"25.650361083692005, -100.15252780223479",
540,2021,MAYO,5/23/2021,DOMINGO,18:54:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS CANTAROS,AVENIDA,ELOY CAVAZOS,"25.6260277837031, -100.12026073107027",
546,2021,MAYO,5/24/2021,LUNES,20:32:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DELREY,AVENIDA,CARR REYNOSA,"25.659094267000963, -100.14358330223465",
541,2021,MAYO,5/23/2021,DOMINGO,23:19:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,HACIENDA SAN JOSE,CALLE,HACIENDA SAN PASCUAL,"25.643917899869223, -100.08613255990522",
548,2021,MAYO,5/25/2021,MARTES,6:10:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,VISTAS DEL RIO,AVENIDA,JUAREZ APODACA,"25.67518602272527, -100.10414963106963",
543,2021,MAYO,5/23/2021,DOMINGO,23:13:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,HACIENDA REAL,CALLE,SAN MATEO,"25.627759657068708, -100.10154925990548",
555,2021,MAYO,5/27/2021,JUEVES,10:14:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CALLE,CAMINO A LAS ESPINAS,"25.612556807503612, -100.17453853107047",
64,2021,MAYO,5/24/2021,LUNES,20:30:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MONTE KRISTAL,AVENIDA,SAN ROQUE,"25.628066477072842, -100.15474365990544",
556,2021,MAYO,5/27/2021,JUEVES,18:12:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,HACIENDA SAN JOSE,AVENIDA,TEOFILO SALINAS,"25.644463727721874, -100.08707705990531",
542,2021,MAYO,5/24/2021,LUNES,0:20:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARZA Y GARZA,AVENIDA,ARTURO B DE LA GARZA,"25.649630426881654, -100.10179487339957",
557,2021,MAYO,5/27/2021,JUEVES,20:38:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DE JUAREZ,AVENIDA,ELOY CAVAZOS,"25.639991528448448, -100.15275000223491",
552,2021,MAYO,5/26/2021,MIERCOLES,7:52:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS CANTAROS,CALLE,NOSOTROS,"25.629936030082256, -100.11577780223504",
560,2021,MAYO,5/28/2021,VIERNES,21:05:00,ATROPELLO,PENDIENTE,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CALLE,MARIN,"25.638519328687714, -100.05080560223496",
551,2021,MAYO,5/26/2021,MIERCOLES,2:34:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,ARTURO B DE LA GARZA,"25.64312197218728, -100.09238890223487",
66,2021,MAYO,5/29/2021,SABADO,0:06:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE SUR,CALLE,CALANDRIA SUR,"25.653390097561687, -100.14752145990514",
558,2021,MAYO,5/28/2021,VIERNES,17:28:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS REYES,AVENIDA,SAN ROQUE,"25.64400119984891, -100.14889963107001",
67,2021,MAYO,5/29/2021,SABADO,20:53:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,AMERICA UNIDA,AVENIDA,SAN ROQUE,"25.64899998369253, -100.14380560223479",
559,2021,MAYO,5/28/2021,VIERNES,20:53:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,LOS CANTAROS,AVENIDA,ELOY CAVAZOS,"25.626047130714003, -100.12027145990547",
563,2021,MAYO,5/29/2021,SABADO,19:15:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,LOS PUERTOS,AVENIDA,RUIZ CORTINEZ,"25.6971582191486, -100.10526073106932",
561,2021,MAYO,5/29/2021,SABADO,1:03:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,MONTE VERDE,AVENIDA,COAHUILA,"25.653630426231384, -100.15652780223475",
652,2021,MAYO,5/29/2021,SABADO,8:59:00,CRUCERO,PENDIENTE,CENTRAL DE RADIO,COLONIA,HACIENDA SAN JOSE,AVENIDA,TEOFILO SALINAS,"25.644463727721874, -100.08707705990531",
68,2021,MAYO,5/30/2021,DOMINGO,9:13:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SAN FRANCISCO,CALLE,SAN ANTONIO,"25.621047131526243, -100.12637817340004",
565,2021,MAYO,5/30/2021,DOMINGO,18:14:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DEL RIO,AVENIDA,VISTAS DE LA PRIMAVERA,"25.661583283686888, -100.10433330223464",
564,2021,MAYO,5/30/2021,DOMINGO,12:17:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PARAJE JUAREZ,CALLE,SAN MATEO,"25.63915822858388, -100.09485475990535",
569,2021,MAYO,5/31/2021,LUNES,10:00:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE SUR,AVENIDA,SAN ROQUE,"25.65202899789329, -100.14051707339954",
568,2021,MAYO,5/30/2021,DOMINGO,17:32:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA LUCIA,AVENIDA,ARTURO B DE LA GARZA,"25.654991526010182, -100.12327145990506",
1,2021,ENERO,1/1/2021,VIERNES,1:22:00,SALIDA DE CAMINO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,AVENIDA,ARTURO B DE LA GARZA,"25.659000523784123, -100.13274408399656",
69,2021,MAYO,5/31/2021,LUNES,3:11:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,ARTURO B DE LA GARZA,"25.657167896641138, -100.1348333022347",
14,2021,ENERO,1/4/2021,LUNES,22:52:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CONCORDIAS JUAREZ,CALLE,SENDERO DE PLATON,"25.64033475888758, -100.13111800480694",
208,2021,MARZO,3/2/2021,MARTES,20:54:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,CENTRO,AVENIDA,ARTURO B DE LA GARZA,"25.643102627942874, -100.09239963107005",
11,2021,ENERO,1/5/2021,MARTES,20:55:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,EL SABINAL,AVENIDA,ARTURO B DE LA GARZA,"25.652403478149164, -100.1102948897132",
209,2021,MARZO,3/3/2021,MIERCOLES,7:14:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LAS LOMAS,AVENIDA,ARTURO B DE LA GARZA,"25.657158225657852, -100.13484403106987",
13,2021,ENERO,1/6/2021,MIERCOLES,15:59:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,EX HDA EL ROSARIO,CALLE,EX HDA EL ROSARIO,"25.64167774928464, -100.17012135998401",
212,2021,MARZO,3/4/2021,JUEVES,7:10:00,FRONTAL,PENDIENTE,CENTRAL DE RADIO,COLONIA,PRADERAS DE SAN JUAN,CALLE,JUAREZ APODACA,"25.666555583684577, -100.08962183106975",
19,2021,ENERO,1/9/2021,SABADO,18:30:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,ESMERALDA SUR,CALLE,CAMINO A RANCHO VIEJO,"25.635880035940115, -100.1567403801793",
221,2021,MARZO,3/5/2021,VIERNES,15:51:00,ATROPELLO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,AMERICA UNIDA,CALLE,BRASIL,"25.647380427247555, -100.13827780223485",
18,2021,ENERO,1/9/2021,SABADO,14:27:00,ESTRELLAMIENTO,PENDIENTE,CENTRAL DE RADIO,COLONIA,COLINAS DE LA MORENA,CALLE,COLINAS DE LA MORENA,"25.63404367061554, -100.08877957693862",
222,2021,MARZO,3/5/2021,VIERNES,17:51:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,EJIDO JUAREZ,AVENIDA,JUAREZ APODACA,"25.66223185425928, -100.08184403106983",
22,2021,ENERO,1/11/2021,LUNES,2:11:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,AVENIDA,ACUEDUCTO,"25.628548600460192, -100.17622527034572",
219,2021,MARZO,3/5/2021,VIERNES,11:57:00,ALCANCE,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,LOS REYES,AVENIDA,SAN ROQUE,"25.643962511641938, -100.14887817339964",
24,2021,ENERO,1/12/2021,MARTES,11:00:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VAQUERIAS,AVENIDA,ELOY CAVAZOS,"25.638157011174204, -100.14772220223497",
220,2021,MARZO,3/5/2021,VIERNES,15:15:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,GARDENIAS,AVENIDA,SAN ROQUE,"25.628640103589397, -100.15481633107022",
27,2021,ENERO,1/12/2021,MARTES,21:00:00,LATERAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VILLAS DE SAN JUAN,CALLE,PASEO DE SAN JUAN,"25.65426932612751, -100.07997658874027",
229,2021,MARZO,3/6/2021,SABADO,21:22:00,FRONTAL,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,PASEO DEL PRADO,AVENIDA,ARTURO B DE LA GARZA,"25.652890097683546, -100.11255560223474",
25,2021,ENERO,1/12/2021,MARTES,12:58:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,MIRADOR DE SAN ANTONIO,CALLE,SAN JUAN,"25.643054267318114, -100.05851073107003",
230,2021,MARZO,3/6/2021,SABADO,23:34:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA MONICA,CALLE,SAN ISIDRO,"25.620880431553207, -100.17427780223514",
29,2021,ENERO,1/13/2021,MIERCOLES,18:56:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VALLE DE JUAREZ,AVENIDA,ELOY CAVAZOS,"25.63994316656322, -100.15272854456454",
237,2021,MARZO,3/9/2021,MARTES,10:13:00,CRUCERO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,SANTA LUCIA,AVENIDA,ARTURO B DE LA GARZA,"25.654981854850437, -100.1232500022347",
30,2021,ENERO,1/13/2021,MIERCOLES,20:37:00,ALCANCE,PENDIENTE,CENTRAL DE RADIO,COLONIA,HECTOR CABALLERO,CALLE,HECTOR CABALLERO,"25.635619179787586, -100.12726777566908",
240,2021,MARZO,3/10/2021,MIERCOLES,8:35:00,DIVERSO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,VISTAS DEL RIO,AVENIDA,JUAREZ APODACA,"25.67187075347302, -100.09853853106966",
31,2021,ENERO,1/13/2021,MIERCOLES,22:53:00,ESTRELLAMIENTO,SOLUCIONADO,CENTRAL DE RADIO,COLONIA,OCANIA,CALLE,RIO MORONA,"25.66484174296563, -100.10585475990497",
